time,USD
1230940800,0.0
1231113600,0.0
1231286400,0.0
1231459200,0.0
1231632000,0.0
1231804800,0.0
1231977600,0.0
1232150400,0.0
1232323200,0.0
1232496000,0.0
1232668800,0.0
1232841600,0.0
1233014400,0.0
1233187200,0.0
1233360000,0.0
1233532800,0.0
1233705600,0.0
1233878400,0.0
1234051200,0.0
1234224000,0.0
1234396800,0.0
1234569600,0.0
1234742400,0.0
1234915200,0.0
1235088000,0.0
1235260800,0.0
1235433600,0.0
1235606400,0.0
1235779200,0.0
1235952000,0.0
1236124800,0.0
1236297600,0.0
1236470400,0.0
1236643200,0.0
1236816000,0.0
1236988800,0.0
1237161600,0.0
1237334400,0.0
1237507200,0.0
1237680000,0.0
1237852800,0.0
1238025600,0.0
1238198400,0.0
1238371200,0.0
1238544000,0.0
1238716800,0.0
1238889600,0.0
1239062400,0.0
1239235200,0.0
1239408000,0.0
1239580800,0.0
1239753600,0.0
1239926400,0.0
1240099200,0.0
1240272000,0.0
1240444800,0.0
1240617600,0.0
1240790400,0.0
1240963200,0.0
1241136000,0.0
1241308800,0.0
1241481600,0.0
1241654400,0.0
1241827200,0.0
1242000000,0.0
1242172800,0.0
1242345600,0.0
1242518400,0.0
1242691200,0.0
1242864000,0.0
1243036800,0.0
1243209600,0.0
1243382400,0.0
1243555200,0.0
1243728000,0.0
1243900800,0.0
1244073600,0.0
1244246400,0.0
1244419200,0.0
1244592000,0.0
1244764800,0.0
1244937600,0.0
1245110400,0.0
1245283200,0.0
1245456000,0.0
1245628800,0.0
1245801600,0.0
1245974400,0.0
1246147200,0.0
1246320000,0.0
1246492800,0.0
1246665600,0.0
1246838400,0.0
1247011200,0.0
1247184000,0.0
1247356800,0.0
1247529600,0.0
1247702400,0.0
1247875200,0.0
1248048000,0.0
1248220800,0.0
1248393600,0.0
1248566400,0.0
1248739200,0.0
1248912000,0.0
1249084800,0.0
1249257600,0.0
1249430400,0.0
1249603200,0.0
1249776000,0.0
1249948800,0.0
1250121600,0.0
1250294400,0.0
1250467200,0.0
1250640000,0.0
1250812800,0.0
1250985600,0.0
1251158400,0.0
