user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
NeonaziWallets,Neonazi BTC Tracker,1116057432097284097,2019-04-10 19:16:41,/NeonaziWallets/status/1116057432097284097,0,0,0,"New payment to Nordfront:
0.009 BTC ($48.66)
https://blockchain.info/tx/c71ea209d65da83c3e8b9ca16cf32c5c4341529718f3c826569c10fbd901863e …
Total of Nordfront BTC wallets:
0.64529883 BTC ($3,488.96)","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">New payment to Nordfront:
0.009 BTC ($48.66)
<a class=""twitter-timeline-link"" data-expanded-url=""https://blockchain.info/tx/c71ea209d65da83c3e8b9ca16cf32c5c4341529718f3c826569c10fbd901863e"" dir=""ltr"" href=""https://t.co/oeO223UQgD"" rel=""nofollow noopener"" target=""_blank"" title=""https://blockchain.info/tx/c71ea209d65da83c3e8b9ca16cf32c5c4341529718f3c826569c10fbd901863e""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">blockchain.info/tx/c71ea209d65</span><span class=""invisible"">da83c3e8b9ca16cf32c5c4341529718f3c826569c10fbd901863e</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
Total of Nordfront BTC wallets:
0.64529883 BTC ($3,488.96)</p>"
NeonaziWallets,Neonazi BTC Tracker,1116057432072101888,2019-04-10 19:16:41,/NeonaziWallets/status/1116057432072101888,0,0,0,"New payment to Nordfront:
0.009 BTC ($48.66)
https://blockchain.info/tx/3038299130eb70beb5867b7287e7ac358d0f9e4fcf274c20d6f78509efcbc07e …
Total of Nordfront BTC wallets:
0.64529883 BTC ($3,488.96)","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">New payment to Nordfront:
0.009 BTC ($48.66)
<a class=""twitter-timeline-link"" data-expanded-url=""https://blockchain.info/tx/3038299130eb70beb5867b7287e7ac358d0f9e4fcf274c20d6f78509efcbc07e"" dir=""ltr"" href=""https://t.co/hx4I9wjBSq"" rel=""nofollow noopener"" target=""_blank"" title=""https://blockchain.info/tx/3038299130eb70beb5867b7287e7ac358d0f9e4fcf274c20d6f78509efcbc07e""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">blockchain.info/tx/3038299130e</span><span class=""invisible"">b70beb5867b7287e7ac358d0f9e4fcf274c20d6f78509efcbc07e</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
Total of Nordfront BTC wallets:
0.64529883 BTC ($3,488.96)</p>"
NeonaziWallets,Neonazi BTC Tracker,1116057431916851203,2019-04-10 19:16:41,/NeonaziWallets/status/1116057431916851203,0,0,0,"New payment to Nordfront:
0.00465322 BTC ($25.16)
https://blockchain.info/tx/e1bfc4c84ed444f9f459ef1c6bd1021b8aa80622f5741745ec16ed1ac18d9331 …
Total of Nordfront BTC wallets:
0.64529883 BTC ($3,488.96)","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">New payment to Nordfront:
0.00465322 BTC ($25.16)
<a class=""twitter-timeline-link"" data-expanded-url=""https://blockchain.info/tx/e1bfc4c84ed444f9f459ef1c6bd1021b8aa80622f5741745ec16ed1ac18d9331"" dir=""ltr"" href=""https://t.co/0LBs4mO447"" rel=""nofollow noopener"" target=""_blank"" title=""https://blockchain.info/tx/e1bfc4c84ed444f9f459ef1c6bd1021b8aa80622f5741745ec16ed1ac18d9331""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">blockchain.info/tx/e1bfc4c84ed</span><span class=""invisible"">444f9f459ef1c6bd1021b8aa80622f5741745ec16ed1ac18d9331</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
Total of Nordfront BTC wallets:
0.64529883 BTC ($3,488.96)</p>"
NeonaziWallets,Neonazi BTC Tracker,1116053807874609152,2019-04-10 19:02:17,/NeonaziWallets/status/1116053807874609152,0,0,0,"New payment to Nordfront:
0.00881022 BTC ($47.79)
https://blockchain.info/tx/5e0bce978a3a251610b669c61c607591311f490ebfd19da673b0549123654ae8 …
Total of Nordfront BTC wallets:
0.62264561 BTC ($3,377.8)","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">New payment to Nordfront:
0.00881022 BTC ($47.79)
<a class=""twitter-timeline-link"" data-expanded-url=""https://blockchain.info/tx/5e0bce978a3a251610b669c61c607591311f490ebfd19da673b0549123654ae8"" dir=""ltr"" href=""https://t.co/LYwRr9YozE"" rel=""nofollow noopener"" target=""_blank"" title=""https://blockchain.info/tx/5e0bce978a3a251610b669c61c607591311f490ebfd19da673b0549123654ae8""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">blockchain.info/tx/5e0bce978a3</span><span class=""invisible"">a251610b669c61c607591311f490ebfd19da673b0549123654ae8</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
Total of Nordfront BTC wallets:
0.62264561 BTC ($3,377.8)</p>"
NeonaziWallets,Neonazi BTC Tracker,1116042324990222341,2019-04-10 18:16:39,/NeonaziWallets/status/1116042324990222341,0,0,0,"New payment to Nordfront:
0.00895743 BTC ($47.68)
https://blockchain.info/tx/477714f7193ccf0d59540992c91e81b74c665db07d589c28a34245bfae125717 …
Total of Nordfront BTC wallets:
0.61383539 BTC ($3,267.29)","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">New payment to Nordfront:
0.00895743 BTC ($47.68)
<a class=""twitter-timeline-link"" data-expanded-url=""https://blockchain.info/tx/477714f7193ccf0d59540992c91e81b74c665db07d589c28a34245bfae125717"" dir=""ltr"" href=""https://t.co/nidSB6PJE8"" rel=""nofollow noopener"" target=""_blank"" title=""https://blockchain.info/tx/477714f7193ccf0d59540992c91e81b74c665db07d589c28a34245bfae125717""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">blockchain.info/tx/477714f7193</span><span class=""invisible"">ccf0d59540992c91e81b74c665db07d589c28a34245bfae125717</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
Total of Nordfront BTC wallets:
0.61383539 BTC ($3,267.29)</p>"
NeonaziWallets,Neonazi BTC Tracker,1116038648972152832,2019-04-10 18:02:03,/NeonaziWallets/status/1116038648972152832,0,0,0,"New payment to Nordfront:
0.00347788 BTC ($18.47)
https://blockchain.info/tx/bb72b17efde51d0b49e706fb25046d09c947987ae0ba9052730a82f48037d8a8 …
Total of Nordfront BTC wallets:
0.60487796 BTC ($3,211.64)","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">New payment to Nordfront:
0.00347788 BTC ($18.47)
<a class=""twitter-timeline-link"" data-expanded-url=""https://blockchain.info/tx/bb72b17efde51d0b49e706fb25046d09c947987ae0ba9052730a82f48037d8a8"" dir=""ltr"" href=""https://t.co/TZK38aPa2j"" rel=""nofollow noopener"" target=""_blank"" title=""https://blockchain.info/tx/bb72b17efde51d0b49e706fb25046d09c947987ae0ba9052730a82f48037d8a8""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">blockchain.info/tx/bb72b17efde</span><span class=""invisible"">51d0b49e706fb25046d09c947987ae0ba9052730a82f48037d8a8</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
Total of Nordfront BTC wallets:
0.60487796 BTC ($3,211.64)</p>"
NeonaziWallets,Neonazi BTC Tracker,1116035113639469056,2019-04-10 17:48:00,/NeonaziWallets/status/1116035113639469056,0,0,1,"Andrew Auernheimer (weev) daily wallet summary report (Lifetime Numbers): 
Rec: 199.18733816 BTC ~$1,055,472.13 USD
Spent: 195.16768614 BTC ~$1,034,172.43 USD
Bal: 4.01965202 BTC ~$21,299.7 USD.","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Andrew Auernheimer (weev) daily wallet summary report (Lifetime Numbers): 
Rec: 199.18733816 BTC ~$1,055,472.13 USD
Spent: 195.16768614 BTC ~$1,034,172.43 USD
Bal: 4.01965202 BTC ~$21,299.7 USD.</p>"
NeonaziWallets,Neonazi BTC Tracker,1116035081888575489,2019-04-10 17:47:53,/NeonaziWallets/status/1116035081888575489,0,0,0,"Vanguard America daily wallet summary report (Lifetime Numbers): 
Rec: 0.04998575 BTC ~$264.87 USD
Spent: 0 BTC ~$0 USD
Bal: 0.04998575 BTC ~$264.87 USD.","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Vanguard America daily wallet summary report (Lifetime Numbers): 
Rec: 0.04998575 BTC ~$264.87 USD
Spent: 0 BTC ~$0 USD
Bal: 0.04998575 BTC ~$264.87 USD.</p>"
NeonaziWallets,Neonazi BTC Tracker,1116035052826185728,2019-04-10 17:47:46,/NeonaziWallets/status/1116035052826185728,0,0,0,"Mike Peinovich (The Right Stuff) daily wallet summary report (Lifetime Numbers): 
Rec: 26.7262559 BTC ~$141,619.54 USD
Spent: 26.66031042 BTC ~$141,270.1 USD
Bal: 0.06594548 BTC ~$349.44 USD.","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Mike Peinovich (The Right Stuff) daily wallet summary report (Lifetime Numbers): 
Rec: 26.7262559 BTC ~$141,619.54 USD
Spent: 26.66031042 BTC ~$141,270.1 USD
Bal: 0.06594548 BTC ~$349.44 USD.</p>"
NeonaziWallets,Neonazi BTC Tracker,1116035021851320321,2019-04-10 17:47:38,/NeonaziWallets/status/1116035021851320321,0,0,0,"Tara McCarthy daily wallet summary report (Lifetime Numbers): 
Rec: 0.50533578 BTC ~$2,677.72 USD
Spent: 0 BTC ~$0 USD
Bal: 0.50533578 BTC ~$2,677.72 USD.","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Tara McCarthy daily wallet summary report (Lifetime Numbers): 
Rec: 0.50533578 BTC ~$2,677.72 USD
Spent: 0 BTC ~$0 USD
Bal: 0.50533578 BTC ~$2,677.72 USD.</p>"
